username,hack id,repo name,time,climate dataset,extra dataset used,extra dataset list,google api,location,using JS,mashup,readme,good readme,chart,if use library,library list,error_raw,error_normal,tech_point_raw,tech_point_normal,tech_per,tech_detail,user_requirement,user_requirement_normal,user_requirement_per,user_detail,infovis,infoVis_normal,infoVis_per,infovis_detail,combined_infovis_raw,combined_infovis_norm,combined_infovis_per,novelty,novelty_normal,novelty_per,novelty_detail,total_raw,total_norm,total_norm_per
Camiioo,unal0,IH-Project-2017-Camiioo_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
frnkbs,unal0,IH-Project-2017-frnkbs_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,1,1,1,1,"d3,bootstrap,",0.0375,96.25,6,60,62.96%,"0,0,0,1,0,1,1,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,6,156.25,48.15%
Jfcastroh,unal0,IH-Project-2017-Jfcastroh_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
evilcucaracha,unal1,IH-Project-2017-evilcucaracha_webapp_phase3,Sun Nov 12 11:20:57 2017,0,2,"New York City Museums, New York City Art Galleries, ",1,1,1,0,1,1,1,1,"bootstrap,jquery,animate,",0.03762376237623762,96.23762376237623,8,80,74.07%,"0,1,1,1,0,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",5,27.77777777777778,88.89%,"2.0,0.0,2.0,1.0,0.0,0.0,",6,26.08695652173913,88.89%,8,1.7777777777777777,77.78%,"1.0,1.0,2.0,;1.0,1.0,2.0,;",22,204.10235806189314,85.19%
JulianM96,unal1,IH-Project-2017-JulianM96_webapp_phase3,Sun Nov 12 11:20:57 2017,1,1,"Required Weather API, ",1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.05394190871369295,94.6058091286307,8,80,66.67%,"1,1,1,1,1,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,77.78%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.391304347826086,70.37%,3,0.6666666666666667,62.96%,"3.0,0.0,0.0,;",15,192.66378014312346,70.37%
Saariasba,unal1,IH-Project-2017-Saariasba_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
tres-iqus,unal1,IH-Project-2017-tres-iqus_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,0,0,0,0,0,0,,0.0,100.0,1,10,0.0%,"0,0,0,0,0,0,0,0,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,1,110.0,0.0%
cglaitong,unal1,IH-Project-2017-cglaitong_webapp_phase3,Sun Nov 12 11:20:57 2017,1,6,"New York City Art Galleries, New York City Museums, New York City Locations Providing Seasonal Flu Vaccinations, New York State Career Centers, Directory Of DCP Offices, Required Weather API, ",1,1,1,0,1,1,1,1,"d3,bootstrap,jquery,",0.00392156862745098,99.6078431372549,9,90,92.59%,"1,1,1,1,0,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,27,6.0,96.3%,"1.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;3.0,1.0,2.0,;0.0,1.0,2.0,;3.0,2.0,1.0,;",39,208.65132139812448,88.89%
DaniCastel,unal1,IH-Project-2017-DaniCastel_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,1,1,1,0,0,0,1,1,"d3,bootstrap,jquery,",0.0033222591362126247,99.66777408637874,6,60,55.56%,"0,1,1,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,44.44%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,44.44%,0,0.0,0.0%,,8,168.3634262602918,51.85%
BrandonAvilanR,unal1,IH-Project-2017-BrandonAvilanR_webapp_phase3,Sun Nov 12 11:20:57 2017,1,6,"Housing New York Units by Building, Boardwalk, New York City Art Galleries, New York City Museums, New York City Locations Providing Seasonal Flu Vaccinations, Required Weather API, ",1,1,1,1,1,1,1,1,"d3,bootstrap,jquery,animate,font-awesome,",0.00784313725490196,99.2156862745098,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,85.19%,"1.0,0.0,2.0,1.0,0.0,0.0,",5,21.73913043478261,81.48%,12,2.666666666666667,85.19%,"1.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;3.0,2.0,2.0,;",27,223.62148337595906,92.59%
alejosaur,unal1,IH-Project-2017-alejosaur_webapp_phase3,Sun Nov 12 11:20:57 2017,1,6,"New York City Art Galleries, New York City Museums, Bicycle Routes Across New York State: Map, Required Weather API, New York City Locations Providing Seasonal Flu Vaccinations, Housing New York Units by Building, ",1,1,1,1,0,0,1,1,"d3,bootstrap,jquery,animate,",0.02425876010781671,97.57412398921834,8,80,77.78%,"1,1,1,1,1,0,0,1,1,",2,40,85.19%,"1.0,1.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",4,17.391304347826086,70.37%,22,4.888888888888889,92.59%,"1.0,1.0,1.0,;1.0,1.0,1.0,;3.0,1.0,1.0,;3.0,1.0,1.0,;1.0,1.0,1.0,;1.0,1.0,1.0,;",34,199.8543172259333,77.78%
jaasuarezvi,unal1,IH-Project-2017-jaasuarezvi_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
jdsolanos,unal1,IH-Project-2017-jdsolanos_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,1,1,1,0,0,0,1,1,"bootstrap,jquery,",0.08450704225352113,91.54929577464789,6,60,48.15%,"0,1,1,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,9,164.59277403551744,48.15%
DavidsMartinez,unal1,IH-Project-2017-DavidsMartinez_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
Biopeligro,unal1,IH-Project-2017-Biopeligro_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
garayf,unal1,IH-Project-2017-garayf_webapp_phase3,Sun Nov 12 11:20:57 2017,0,2,"New York City Museums, New York City Art Galleries, ",1,1,1,0,0,0,1,1,"bootstrap,jquery,",0.02200825309491059,97.79917469050893,6,60,51.85%,"0,1,1,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",6,33.33333333333333,92.59%,"2.0,1.0,2.0,1.0,0.0,0.0,",7,30.434782608695656,92.59%,6,1.3333333333333335,74.07%,"1.0,1.0,1.0,;1.0,1.0,1.0,;",19,189.56729063253795,62.96%
jaleonro,unal1,IH-Project-2017-jaleonro_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.028846153846153848,97.11538461538461,7,70,62.96%,"0,1,1,1,1,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,44.44%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,44.44%,0,0.0,0.0%,,9,175.81103678929765,59.26%
facuellarg,unal1,IH-Project-2017-facuellarg_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.03,97.0,7,70,59.26%,"0,1,1,1,1,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,40.74%,0,0.0,0.0%,,8,171.34782608695653,55.56%
Caadiazsi,unal1,IH-Project-2017-Caadiazsi_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
sebcamacho1703,unal1,IH-Project-2017-sebcamacho1703_webapp_phase3,Sun Nov 12 11:20:57 2017,1,2,"New York City Museums, Required Weather API, ",1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.015625,98.4375,8,80,81.48%,"1,1,1,1,1,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,4,0.8888888888888888,66.67%,"1.0,0.0,0.0,;3.0,0.0,0.0,;",15,192.36986714975845,66.67%
xFortich,unal1,IH-Project-2017-xFortich_webapp_phase3,Sun Nov 12 11:20:57 2017,0,3,"New York City Museums, Zillow Home Value Searching API, New York City Art Galleries, ",1,1,1,0,1,1,1,1,"bootstrap,jquery,animate,",0.008717310087173101,99.12826899128268,8,80,85.19%,"0,1,1,1,0,1,1,1,1,",2,40,85.19%,"1.0,0.0,0.0,0.0,1.0,",3,16.666666666666664,77.78%,"1.0,0.0,1.0,1.0,0.0,0.0,",5,21.73913043478261,81.48%,9,2.0,81.48%,"1.0,1.0,1.0,;3.0,0.0,0.0,;1.0,1.0,1.0,;",22,202.86739942606528,81.48%
Gusgal03,unal1,IH-Project-2017-Gusgal03_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
Juankmilo97,unal1,IH-Project-2017-Juankmilo97_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,1,1,0,0,0,1,1,"bootstrap,jquery,",0.024271844660194174,97.57281553398059,5,50,44.44%,"0,0,1,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,8,160.61629379485015,44.44%
alebautis,unal1,IH-Project-2017-alebautis_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
sarguellesr,unal1,IH-Project-2017-sarguellesr_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
davideperdomo,unal1,IH-Project-2017-davideperdomo_webapp_phase3,Sun Nov 12 11:20:57 2017,1,4,"Air Quality, Neighborhood Tabulation Areas, Bank-Owned ATM Locations in New York State, Required Weather API, ",0,1,1,0,1,1,1,1,"d3,bootstrap,jquery,",0.00205761316872428,99.79423868312757,8,80,88.89%,"1,0,1,1,0,1,1,1,1,",4,80,96.3%,"1.0,1.0,1.0,0.0,1.0,",6,33.33333333333333,92.59%,"1.0,1.0,1.0,1.0,1.0,1.0,",10,43.47826086956522,96.3%,14,3.111111111111111,88.89%,"2.0,1.0,1.0,;0.0,0.0,0.0,;2.0,1.0,2.0,;3.0,1.0,1.0,;",32,226.3836106638039,96.3%
JamerMejiaGarcia,unal1,IH-Project-2017-JamerMejiaGarcia_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
nikolasto,unal1,IH-Project-2017-nikolasto_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,1,0,1,0,0,0,1,1,"d3,bootstrap,jquery,",0.048,95.19999999999999,5,50,40.74%,"0,1,0,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,8,158.24347826086955,40.74%
gahormigag,unal1,IH-Project-2017-gahormigag_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
ayperezc,unal1,IH-Project-2017-ayperezc_webapp_phase3,Sun Nov 12 11:20:57 2017,0,1,"New York City Museums, ",1,1,1,0,1,1,1,1,"bootstrap,jquery,",0.039603960396039604,96.03960396039604,8,80,70.37%,"0,1,1,1,0,1,1,1,1,",2,40,85.19%,"1.0,0.0,0.0,0.0,1.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",4,17.391304347826086,70.37%,4,0.8888888888888888,66.67%,"1.0,1.0,2.0,;",16,194.31979719711103,74.07%
anferoar96,unal2,IH-Project-2017-anferoar96_webapp_phase3,Sun Nov 12 11:20:57 2017,0,1,"New York City Museums, ",1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.041025641025641026,95.8974358974359,9,90,81.48%,"0,1,1,1,1,1,1,1,1,",2,40,92.59%,"1.0,0.0,0.0,0.0,1.0,",2,11.11111111111111,66.67%,"1.0,0.0,1.0,0.0,0.0,0.0,",4,17.391304347826086,81.48%,3,0.6666666666666667,70.37%,"1.0,1.0,1.0,;",16,203.95540691192866,85.19%
StevenEsmar,unal2,IH-Project-2017-StevenEsmar_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,1,1,1,0,0,0,1,0,,0.08823529411764706,91.17647058823529,5,50,51.85%,"0,1,1,1,0,0,0,1,0,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,66.67%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,8,154.21994884910487,55.56%
dcastanedar,unal2,IH-Project-2017-dcastanedar_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
trickyjuggler,unal2,IH-Project-2017-trickyjuggler_webapp_phase3,Sun Nov 12 11:20:57 2017,0,3,"New York City Museums, School Safety Report, New York City Art Galleries, ",1,1,1,1,1,1,1,1,"angular,bootstrap,jquery,",0.004672897196261682,99.53271028037383,9,90,88.89%,"0,1,1,1,1,1,1,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,85.19%,"1.0,0.0,1.0,0.0,1.0,0.0,",4,17.391304347826086,81.48%,7,1.5555555555555556,85.19%,"1.0,1.0,1.0,;1.0,0.0,0.0,;1.0,1.0,1.0,;",20,208.47957018375547,88.89%
DaveValencia,unal2,IH-Project-2017-DaveValencia_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
csalfonsol,unal2,IH-Project-2017-csalfonsol_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,1,1,1,1,0,0,1,1,"bootstrap,jquery,animate,",0.013157894736842105,98.68421052631578,7,70,74.07%,"0,1,1,1,1,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,66.67%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,10,181.72768878718534,74.07%
tres-xxx,unal2,IH-Project-2017-tres-xxx_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
buendiagon,unal2,IH-Project-2017-buendiagon_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
DSFarfanF,unal2,IH-Project-2017-DSFarfanF_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
jssanchezo,unal2,IH-Project-2017-jssanchezo_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
bsdiaza,unal2,IH-Project-2017-bsdiaza_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,1,1,0,0,0,1,1,"d3,bootstrap,jquery,",0.023076923076923078,97.6923076923077,5,50,59.26%,"0,0,1,1,0,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,62.96%,"0.0,0.0,1.0,0.0,0.0,0.0,",2,8.695652173913043,62.96%,0,0.0,0.0%,,7,156.3879598662207,59.26%
casc3798,unal2,IH-Project-2017-casc3798_webapp_phase3,Sun Nov 12 11:20:57 2017,0,1,"Zillow Home Value Searching API, ",1,1,1,0,1,1,1,1,"bootstrap,jquery,",0.017241379310344827,98.27586206896551,8,80,77.78%,"0,1,1,1,0,1,1,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,66.67%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,3,0.6666666666666667,70.37%,"3.0,0.0,0.0,;",14,191.98600699650174,77.78%
jsalcinar,unal2,IH-Project-2017-jsalcinar_webapp_phase3,Sun Nov 12 11:20:57 2017,0,3,"Fire Department Directory for New York State, New York State Career Centers, School Safety Report, ",1,1,1,1,1,1,1,1,"d3,bootstrap,jquery,",0.022277227722772276,97.77227722772277,9,90,85.19%,"0,1,1,1,1,1,1,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,66.67%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,7,1.5555555555555556,85.19%,"1.0,0.0,0.0,;3.0,0.0,0.0,;1.0,1.0,1.0,;",19,202.3713110441479,81.48%
Anvido,unal2,IH-Project-2017-Anvido_webapp_phase3,Sun Nov 12 11:20:57 2017,1,4,"Fire Department Directory for New York State, New York City Museums, Required Weather API, New York City Art Galleries, ",1,1,1,1,1,1,1,1,"jquery,materialize,",0.0019455252918287938,99.80544747081711,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,85.19%,"1.0,0.0,1.0,0.0,1.0,0.0,",4,17.391304347826086,81.48%,10,2.2222222222222223,92.59%,"1.0,0.0,0.0,;1.0,1.0,1.0,;3.0,0.0,0.0,;1.0,1.0,1.0,;",24,219.41897404086544,92.59%
Jufcardenasmo,unal2,IH-Project-2017-Jufcardenasmo_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,1,1,1,0,0,0,1,1,"bootstrap,",0.1232876712328767,87.67123287671232,6,60,55.56%,"0,1,1,1,0,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,48.15%,0,0.0,0.0%,,7,152.01905896366887,51.85%
federgolo,unal2,IH-Project-2017-federgolo_webapp_phase3,Sun Nov 12 11:20:57 2017,0,2,"New York City Museums, Bicycle Routes Across New York State: Map, ",0,1,1,0,0,0,1,1,"d3,bootstrap,jquery,",0.004405286343612335,99.55947136563876,5,50,62.96%,"0,0,1,1,0,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,85.19%,"1.0,0.0,1.0,0.0,1.0,0.0,",4,17.391304347826086,81.48%,6,1.3333333333333335,81.48%,"1.0,1.0,1.0,;3.0,0.0,0.0,;",15,168.2841090467982,66.67%
serbatero,unal2,IH-Project-2017-serbatero_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,1,1,1,0,0,0,1,1,"bootstrap,jquery,animate,",0.0223463687150838,97.76536312849163,6,60,66.67%,"0,1,1,1,0,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,48.15%,0,0.0,0.0%,,7,162.11318921544816,62.96%
GabrielUnal,unal2,IH-Project-2017-GabrielUnal_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
diefrodriguezcha,unal2,IH-Project-2017-diefrodriguezcha_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
adcorredorm,unal2,IH-Project-2017-adcorredorm_webapp_phase3,Sun Nov 12 11:20:57 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
jdgaitanf,unal2,IH-Project-2017-jdgaitanf_webapp_phase3,Sun Nov 12 11:20:57 2017,1,2,"New York City Museums, Required Weather API, ",1,1,1,0,0,0,1,1,"bootstrap,jquery,",0.05555555555555555,94.44444444444444,7,70,70.37%,"1,1,1,1,0,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,48.15%,4,0.8888888888888888,77.78%,"1.0,0.0,0.0,;3.0,0.0,0.0,;",12,169.68115942028987,70.37%
pahigueraf,unal2,IH-Project-2017-pahigueraf_webapp_phase3,Sun Nov 12 11:20:57 2017,0,5,"Fire Department Directory for New York State, New York City Museums, New York State Career Centers, new york address points, New York City Art Galleries, ",1,1,1,1,1,1,1,1,"d3,bootstrap,jquery,font-awesome,",0.001943634596695821,99.80563654033043,9,90,92.59%,"0,1,1,1,1,1,1,1,1,",4,80,96.3%,"1.0,1.0,0.0,1.0,1.0,",6,33.33333333333333,96.3%,"1.0,1.0,1.0,1.0,1.0,1.0,",10,43.47826086956522,96.3%,24,5.333333333333334,96.3%,"1.0,1.0,2.0,;1.0,1.0,2.0,;3.0,1.0,2.0,;3.0,1.0,2.0,;1.0,1.0,2.0,;",43,238.617230743229,96.3%
