ko68,0.00510204081632653,784
Jufcardenasmo,0.028328611898016998,353
federgolo,0.009852216748768473,609
DiegoAraque1207,0.013636363636363636,220
alebautis,0.03333333333333333,30
AkaGar,0.02962962962962963,270
Anvido,0.0009560229445506692,1046
casc3798,0.0547945205479452,511
mdecloedt,0.059813084112149535,535
nbraunec,0.03333333333333333,30
noah-curran,0.011764705882352941,255
jmamaril25,0.00473186119873817,634
Joacampora,0.016423357664233577,548
Jordan-Loeser,0.009917355371900827,1210
alejosaur,0.02425876010781671,742
DaniCastel,0.008347245409015025,599
dahrojasca,0.03669724770642202,109
jsalcinar,0.03184713375796178,471
jannMorenoJ,0.03333333333333333,30
LauraMolina,0.01556420233463035,257
yaochoal,0.018957345971563982,211
buendiagon,0.03333333333333333,30
biherrerap,0.030716723549488054,293
littlex2015,0.004118993135011442,2185
FredyRosero,0.0036496350364963502,548
ayperezc,0.03333333333333333,30
SergioLopez40,0.043859649122807015,114
fewilchesc,0,0
laurenjank,0.04065040650406504,246
JulianM96,0.03899721448467967,359
csalfonsol,0.008695652173913044,460
Sariilan,0.03333333333333333,30
LukasMMarinovic,0.03666666666666667,300
jssanchezo,0.03333333333333333,30
gahormigag,0.03333333333333333,30
RafaelCruz15,0.03333333333333333,30
sarguellesr,0.03333333333333333,30
dcastanedar,0.03333333333333333,30
Daryhez,0.03333333333333333,30
cglaitong,0.006486486486486486,925
zhao744,0.016791044776119403,536
jaleonro,0.016901408450704224,355
Alekzu,0.011494252873563218,87
JamerMejiaGarcia,0.03333333333333333,30
olimita,0.016981132075471698,530
pahigueraf,0.009375,1600
Nigogu,0.006122448979591836,490
matson3,0.002256608639587363,3102
Orloffyeah,0.00804246421103426,6217
tres-xxx,0.03333333333333333,30
vvargasd,0.03333333333333333,30
anythinglord,0.03333333333333333,30
DSFarfanF,0.03333333333333333,30
Ilyumzhinov,0.03333333333333333,30
GabrielUnal,0.03333333333333333,30
JorgeTorresC,0.03709949409780776,593
bfprietoc,0.03333333333333333,30
DaveValencia,0.03333333333333333,30
Juankmilo97,0.03103448275862069,290
viswapurdue,0.03302752293577982,545
dieguischa,0.03333333333333333,30
sanjitsama,0.005158437730287398,1357
adcorredorm,0.03512396694214876,484
xFortich,0.0022753128555176336,879
ecottle,0.10077519379844961,129
diefrodriguezcha,0.001017293997965412,983
whipplem123,0.041379310344827586,145
shivans,0.03333333333333333,30
gshowal,0.01611170784103115,931
StevenEsmar,0.04878048780487805,82
Gavnic,0.03333333333333333,30
jdsolanos,0.03289473684210526,152
garayf,0.01795142555438226,947
bzin22,0.027722772277227723,505
BrandonAvilanR,0.03333333333333333,30
CampbellC2,0.007177033492822967,836
Saariasba,0.03333333333333333,30
aclipfel,0.03333333333333333,30
anferoar96,0.034334763948497854,233
facuellarg,0.03333333333333333,30
Gusgal03,0.03333333333333333,30
Jfcastroh,0.03333333333333333,30
Biopeligro,0.03333333333333333,30
nviverosb,0.03333333333333333,30
Acreed21,0.043478260869565216,115
SionHu,0.03333333333333333,30
evilcucaracha,0.03333333333333333,30
davideperdomo,0.000725689404934688,1378
snugghash,0.01818181818181818,110
daapinzonch,0.014925373134328358,134
GeoffYart,0.0231023102310231,303
criscapunal,0.008241758241758242,364
DavidsMartinez,0.03333333333333333,30
hihms,0.01272984441301273,707
Camiioo,0.03333333333333333,30
bsdiaza,0.03333333333333333,30
frnkbs,0.0196078431372549,153
trickyjuggler,0.007936507936507936,882
jaasuarezvi,0.03333333333333333,30
jdgaitanf,0.03333333333333333,30
sebcamacho1703,0.026726057906458798,449
tres-iqus,0,0
nikolasto,0.03333333333333333,30
serbatero,0.010482180293501049,477
lennwgs,0.020833333333333332,96
Ozai98,0.03333333333333333,30
Caadiazsi,0.03333333333333333,30
gimg1859,0.03333333333333333,30
